ID	単語	品詞	意味	コロケーション	和文	英文	英文穴埋め	タグ
w0042-2	astronaut	名詞	宇宙飛行士	an astronaut in space	宇宙にいる宇宙飛行士は地球の写真をたくさん撮りました。	The <strong>astronaut</strong> in space took many photos of Earth.	"The <span class=""blank"">_____</span> in space took many photos of Earth."	品詞:名詞|単語:astronaut
w0042-3	astronaut	名詞	宇宙飛行士	Japanese astronaut	日本人宇宙飛行士が宇宙ステーションを訪れました。	A <strong>Japanese astronaut</strong> visited the space station.	"A <span class=""blank"">_____ _____</span> visited the space station."	品詞:名詞|単語:astronaut
w0043-1	attention	名詞	注意、注目	pay attention to	先生の話をよく聞いてください。	Please <strong>pay attention to</strong> the teacher.	"Please <span class=""blank"">_____ _____ _____</span> the teacher."	品詞:名詞|単語:attention
w0043-2	attention	名詞	注意、注目	get attention	新しい生徒はみんなの注目を集めました。	The new student got everyone&#x27;s <strong>attention</strong>.	"The new student got everyone&#x27;s <span class=""blank"">_____</span>."	品詞:名詞|単語:attention
w0043-3	attention	名詞	注意、注目	attract attention	彼女の派手な帽子はたくさんの注目を集めました。	Her bright hat attracted a lot of <strong>attention</strong>.	"Her bright hat attracted a lot of <span class=""blank"">_____</span>."	品詞:名詞|単語:attention
w0044-1	attitude	名詞	態度、考え方、見方	positive attitude	彼はいつも仕事に対して前向きな姿勢です。	He always has a <strong>positive attitude</strong> toward his work.	"He always has a <span class=""blank"">_____ _____</span> toward his work."	品詞:名詞|単語:attitude
w0044-2	attitude	名詞	態度、考え方、見方	attitude toward	勉強に対する彼女の態度はずいぶん変わりました。	Her <strong>attitude toward</strong> studying changed a lot.	"Her <span class=""blank"">_____ _____</span> studying changed a lot."	品詞:名詞|単語:attitude
w0044-3	attitude	名詞	態度、考え方、見方	change one's attitude	彼は考え方を変えてもっと頑張ることにしました。	He decided to <strong>change his attitude</strong> and try harder.	"He decided to <span class=""blank"">_____ _____ _____</span> and try harder."	品詞:名詞|単語:attitude
w0045-1	audience	名詞	聴衆、観客	in front of an audience	彼女は大勢の観客の前で歌いました。	She sang in front of a large <strong>audience</strong>.	"She sang in front of a large <span class=""blank"">_____</span>."	品詞:名詞|単語:audience
w0045-2	audience	名詞	聴衆、観客	the audience clapped	ショーの後、観客は大きな拍手を送りました。	<strong>The audience clapped</strong> loudly after the show.	"<span class=""blank"">_____ _____ _____</span> loudly after the show."	品詞:名詞|単語:audience
w0045-3	audience	名詞	聴衆、観客	a large audience	そのバンドは昨夜、大勢の観客のために演奏しました。	The band played for <strong>a large audience</strong> last night.	"The band played for <span class=""blank"">_____ _____ _____</span> last night."	品詞:名詞|単語:audience
w0046-1	August	名詞	8月	in August	私たちは8月に海へ行きました。	We went to the beach <strong>in August</strong>.	"We went to the beach <span class=""blank"">_____ _____</span>."	品詞:名詞|単語:August
w0046-2	August	名詞	8月	August vacation	8月の休みはとても楽しかったです。	My <strong>August vacation</strong> was really fun.	"My <span class=""blank"">_____ _____</span> was really fun."	品詞:名詞|単語:August
w0046-3	August	名詞	8月	on August 15th	お祭りは8月15日に始まります。	The festival starts <strong>on August 15th</strong>.	"The festival starts <span class=""blank"">_____ _____ _____</span>."	品詞:名詞|単語:August
w0047-1	aunt	名詞	おば、おばさん	my aunt	私のおばは大阪に住んでいます。	<strong>My aunt</strong> lives in Osaka.	"<span class=""blank"">_____ _____</span> lives in Osaka."	品詞:名詞|単語:aunt
w0047-2	aunt	名詞	おば、おばさん	visit my aunt	夏休みにおばを訪ねました。	I <strong>visited my aunt</strong> during the summer holidays.	"I <span class=""blank"">_____ _____ _____</span> during the summer holidays."	品詞:名詞|単語:aunt
w0047-3	aunt	名詞	おば、おばさん	aunt and uncle	おばとおじが動物園に連れて行ってくれました。	My <strong>aunt and uncle</strong> took me to the zoo.	"My <span class=""blank"">_____ _____ _____</span> took me to the zoo."	品詞:名詞|単語:aunt
w0048-1	Australia	名詞	オーストラリア	in Australia	カンガルーはオーストラリアに生息しています。	Kangaroos live <strong>in Australia</strong>.	"Kangaroos live <span class=""blank"">_____ _____</span>."	品詞:名詞|単語:Australia
w0048-2	Australia	名詞	オーストラリア	go to Australia	彼女は来年オーストラリアに行きたいと思っています。	She wants to <strong>go to Australia</strong> next year.	"She wants to <span class=""blank"">_____ _____ _____</span> next year."	品詞:名詞|単語:Australia
w0048-3	Australia	名詞	オーストラリア	from Australia	私たちの新しい先生はオーストラリア出身です。	Our new teacher is <strong>from Australia</strong>.	"Our new teacher is <span class=""blank"">_____ _____</span>."	品詞:名詞|単語:Australia
w0049-1	autumn	名詞	秋	in autumn	秋になると葉が赤や黄色に変わります。	The leaves turn red and yellow <strong>in autumn</strong>.	"The leaves turn red and yellow <span class=""blank"">_____ _____</span>."	品詞:名詞|単語:autumn
w0049-2	autumn	名詞	秋	autumn leaves	私たちは京都で美しい紅葉を楽しみました。	We enjoyed the beautiful <strong>autumn leaves</strong> in Kyoto.	"We enjoyed the beautiful <span class=""blank"">_____ _____</span> in Kyoto."	品詞:名詞|単語:autumn
w0049-3	autumn	名詞	秋	this autumn	今年の秋はハイキングに行く予定です。	We are going hiking <strong>this autumn</strong>.	"We are going hiking <span class=""blank"">_____ _____</span>."	品詞:名詞|単語:autumn
w0050-1	baby	名詞	赤ちゃん	have a baby	おばはもうすぐ赤ちゃんが生まれる予定です。	My aunt is going to <strong>have a baby</strong> soon.	"My aunt is going to <span class=""blank"">_____ _____ _____</span> soon."	品詞:名詞|単語:baby
w0050-2	baby	名詞	赤ちゃん	take care of a baby	赤ちゃんの世話をするのは大変なことです。	It is hard work to take care of a <strong>baby</strong>.	"It is hard work to take care of a <span class=""blank"">_____</span>."	品詞:名詞|単語:baby
w0050-3	baby	名詞	赤ちゃん	baby sister	彼には家に可愛い妹の赤ちゃんがいます。	He has a cute <strong>baby sister</strong> at home.	"He has a cute <span class=""blank"">_____ _____</span> at home."	品詞:名詞|単語:baby
w0051-1	backyard	名詞	裏庭	in the backyard	私たちは裏庭でキャッチボールをしました。	We played catch <strong>in the backyard</strong>.	"We played catch <span class=""blank"">_____ _____ _____</span>."	品詞:名詞|単語:backyard
w0051-2	backyard	名詞	裏庭	our backyard	お父さんは裏庭で野菜を育てています。	My dad grows vegetables in <strong>our backyard</strong>.	"My dad grows vegetables in <span class=""blank"">_____ _____</span>."	品詞:名詞|単語:backyard
w0051-3	backyard	名詞	裏庭	backyard garden	彼女には小さな裏庭の畑があります。	She has a small <strong>backyard garden</strong>.	"She has a small <span class=""blank"">_____ _____</span>."	品詞:名詞|単語:backyard
w0052-1	bag	名詞	かばん、バッグ、袋	school bag	教科書をランドセルに入れました。	I put my textbooks in my <strong>school bag</strong>.	"I put my textbooks in my <span class=""blank"">_____ _____</span>."	品詞:名詞|単語:bag
w0052-2	bag	名詞	かばん、バッグ、袋	carry a bag	彼女はいつも大きなかばんを持って学校に来ます。	She always carries a big <strong>bag</strong> to school.	"She always carries a big <span class=""blank"">_____</span> to school."	品詞:名詞|単語:bag
w0052-3	bag	名詞	かばん、バッグ、袋	shopping bag	マイバッグを持参してください。	Please bring your own <strong>shopping bag</strong>.	"Please bring your own <span class=""blank"">_____ _____</span>."	品詞:名詞|単語:bag
w0053-1	balance	名詞	つり合い、バランス、（からだや心の）安定	keep one's balance	片足で立ってバランスを保つのは難しいです。	It is hard to <strong>keep your balance</strong> on one leg.	"It is hard to <span class=""blank"">_____ _____ _____</span> on one leg."	品詞:名詞|単語:balance
w0053-2	balance	名詞	つり合い、バランス、（からだや心の）安定	lose one's balance	彼はバランスを崩して自転車から落ちました。	He <strong>lost his balance</strong> and fell off the bike.	"He <span class=""blank"">_____ _____ _____</span> and fell off the bike."	品詞:名詞|単語:balance
w0053-3	balance	名詞	つり合い、バランス、（からだや心の）安定	balance between	仕事と休息のバランスをうまく保つことが大切です。	We need a good <strong>balance between</strong> work and rest.	"We need a good <span class=""blank"">_____ _____</span> work and rest."	品詞:名詞|単語:balance
w0054-1	ball	名詞	ボール、球	kick a ball	彼はボールをゴールに蹴り込みました。	He kicked the <strong>ball</strong> into the goal.	"He kicked the <span class=""blank"">_____</span> into the goal."	品詞:名詞|単語:ball
w0054-2	ball	名詞	ボール、球	catch a ball	彼女は片手でボールをキャッチしました。	She caught the <strong>ball</strong> with one hand.	"She caught the <span class=""blank"">_____</span> with one hand."	品詞:名詞|単語:ball
w0054-3	ball	名詞	ボール、球	throw a ball	私にボールを投げてください。	Please throw the <strong>ball</strong> to me.	"Please throw the <span class=""blank"">_____</span> to me."	品詞:名詞|単語:ball
